MOVIES,YEAR,GENRE,RATING,ONE-LINE,VOTES,RunTime,Gross,Extract_date,owner_company,nr_of_episodes,DIRECTOR,STARS-LIST
After the Raid,(2019),"
Documentary, Short            ",4.3,"
A large immigration raid in a small Tennessee town leaves emotional fallout as well as far-reaching questions about justice, faith and humanity.",105,24.0,,2020-04-18 01:17:55.103489060,	Warner Bros.  ,99.0,,"Director:
Rodrigo Reyes"
Beautiful Sunday,(2007),"
Thriller            ",5.7,"
A rapist and a corrupt cop share a surprising connection.",110,117.0,,2020-04-18 01:43:36.439976346,Marvel Studios,51.0,"Director:
Kwang-kyo Jin",
"River, El Más Grande Siempre",(2019),"
Documentary, Sport            ",7.3,"
Add a Plot
",117,100.0,,2020-04-18 02:09:17.776463632,	Warner Bros.  ,44.0,"Directors:
Marcelo Altmark, 
Mariano Mucci, 
Luis A. Scalella",
Park Na-rae: Glamour Warning,(2019 TV Special),"
Comedy            ",4.9,"
Stand-up comedy special featuring one of Korea's most beloved comedians, Park Narae.",59,62.0,,2020-04-18 02:34:59.112950918,  Columbia Pictures	,106.0,"Director:
Kim Joo-Hyung",
Go! Go! Cory Carson: Summer Camp,(2020 TV Special),"
Animation, Short, Family            ",5.3,"
Cory's spending the summer at Camp Friendship with his best friend, Freddie. But jealousy flares when Freddie brings his cousin Rosie along for the ride.",32,20.0,,2020-04-18 03:00:40.449438202,Marvel Studios,54.0,"Directors:
Stanley Moore, 
Alex Woo",
True: Wuzzle Wegg Day,(2020 TV Special),"
Animation            ",7.1,"
Add a Plot
",10,23.0,,2020-04-18 03:26:21.785925488, Legendary Entertainment	,127.0,,
Salem Abu Ukhtuh,(2014),"
Comedy, Drama            ",3.6,"
A poor guy called Salem works as street vendor and takes care of his sister after the death of their parents. Close people call him Salem Abu Ukhtuh (Salem, his sister's father). After the ...                See full summary »
",91,99.0,,2020-04-18 03:52:03.122412774, Legendary Entertainment	,136.0,"Director:
Mohamed Hamdy",
Being Mrs Elliot,(2014),"
Comedy, Romance            ",6.5,"
It is a love story that shows love can happen in unexpected places.",16,113.0,,2020-04-18 04:17:44.458900060,    RatPac-Dune Entertainment	,148.0,"Director:
Omoni Oboli",
Saverio Raimondo: Il Satiro Parlante,(2019 TV Special),"
Comedy            ",5.8,"
Add a Plot
",44,53.0,,2020-04-18 04:43:25.795387346,Universal Pictures	,72.0,,"Star:
Saverio Raimondo"
Cobra Kai: The Rise of Agni Kai,(2020 TV Special),"
Action            ",,"
Add a Plot
",,,,2020-04-18 05:09:07.131874630,20th Century Fox	,28.0,"Director:
Jovan Taylor",
Cast Party,(II) (2015),"
Comedy            ",6.1,"
Giants of podcasting take the stage in New York City for this variety show sent live via satellite to movie theaters nationwide. Featuring Radiolab, Invisibilia, Reply All, The Truth, and ...                See full summary »
",13,125.0,,2020-04-18 05:34:48.468361916,  Paramount Pictures,7.0,"Director:
Jon Pretnar",
Battle of the Hearts,(2020),"
Crime, Thriller            ",,"
Add a Plot
",,75.0,,2020-04-18 06:00:29.804849202,20th Century Fox	,91.0,"Director:
T.T. Dhavamanni",
Luna Petunia: Return to Amazia,(2018),"
Animation            ",4.8,"
Luna goes back to Amazia to see her friends again after She's been gone too long.",43,,,2020-04-18 06:26:11.141336488,Universal Pictures	,10.0,,"Stars:
Ciara Alexys, 
Stephanie Anne Mills, 
Cory Doran, 
Katie Griffin"
How to Be A Cowboy,,"
Reality-TV            ",,"
Add a Plot
",,,,2020-04-18 06:51:52.477823774, Legendary Entertainment	,147.0,,
Cocaine Hippos,,"
Comedy            ",,"
A group of friends stumble across a clue leading to Escobar's lost treasure then embark on a wild trip that pits them against con men, local drug lords and the deadly hippos that he smuggled into Colombia back in the '80s.",,,,2020-04-18 07:17:33.814311060,Marvel Studios,112.0,,"Star:
Jermaine Fowler"
Midnight's Children,,"
Drama            ",,"
Based on Salman Rushdie's novel, follows the story Saleem Sinai, born on the day of India's independence with telepathic powers that link him with the 1,000 other children born that day.",,,,2020-04-18 07:43:15.150798344,	Warner Bros.  ,57.0,,
Untitled Asterix Project,,"
Animation            ",,"
Add a Plot
",,,,2020-04-18 08:08:56.487285630,   Walt Disney Pictures	,122.0,,
Moving Art: Deserts,(2014),"
Documentary, Short            ",8.5,"
Filmmaker Louie Schwartzberg takes viewers to the scenic Four Corners region of America, where the night stars shine as brightly as the day's sun.",150,25.0,,2020-04-18 08:34:37.823772916,Marvel Studios,117.0,,"Director:
Louie Schwartzberg"
Hello America,,"
Sci-Fi            ",,"
After America's financial collapse and its people's abandonment, a group of pioneers journey through a ravaged wasteland to return to the ""New World"" as a leader plans to unleash his nuclear arsenal against anyone who threatens his power.",,,,2020-04-18 09:00:19.160260202,Relativity Media,44.0,,
Fästmö uthyres,(1950),"
Comedy            ",5.0,"
The staff at a legal agency in Stockholm are suddenly unemployed. On the initiative of secretary Margit Berg, a service company is started. From that you can order childcare, flower watering etc.",30,91.0,,2020-04-18 09:26:00.496747488,20th Century Fox	,27.0,"Director:
Gustaf Molander",
Morgan Murphy: Irish Goodbye,(2014 TV Special),"
Comedy            ",6.7,"
Morgan Murphy brings dry and self-deprecating wit to the stage for this hilarious, gin-soaked special. Murphy's first target is always herself, but won't hesitate to bring down everyone from Planned Parenthood to teenage sexters.",312,51.0,,2020-04-18 09:51:41.833234772,   Walt Disney Pictures	,35.0,"Director:
Jay Chapman",
If Only,(V),,,"
Reyhan who is unhappy and disappointed in her marriage with Nadir.Thanks to a miracle, Reyhan travels in time, to the turning point of her life, the night Nadir proposes to her, but this time with the wisdom of her 30 year old self.",,,,2020-04-18 10:17:23.169722058,    RatPac-Dune Entertainment	,100.0,,"Director:
Umut Aral"
Bhaage Re Mann,,"
Comedy            ",,"
Padmini has run away from conforming to her duties all her life. What happens when she comes home to her brother's house and tragedy strikes? Something for which she feels guilty? Will be ...                See full summary »
",,,,2020-04-18 10:43:04.506209344,Universal Pictures	,70.0,,"Stars:
Ved Thappar, 
Nupur Alankar, 
Kanika Shivpuri, 
Arshima Thapar"
Bill Cosby: 77,(2014 Video),"
Comedy            ",4.0,"
This short film documents all that happened at comedian Bill Cosby's 77th birthday.",10,,,2020-04-18 11:08:45.842696630,  Columbia Pictures	,116.0,"Director:
Robert Townsend",
Big Vape,,"
Documentary            ",,"
The story of the controversial e-cigarette company Juul which transformed from scrappy tech startup to multi-billion-dollar tobacco company and in the process helped spark what top health authorities labeled an epidemic of youth addiction.",,,,2020-04-18 11:34:27.179183916,  Paramount Pictures,144.0,,
Francesco de Carlo: Cose di Questo Mondo,(2019 TV Special),"
Comedy            ",6.4,"
Taking to the stage in Milan, Francesco de Carlo opens up about bad habits, religion, politics and what he's learned from travelling the world.",86,61.0,,2020-04-18 12:00:08.515671200,Relativity Media,36.0,"Director:
Francesco Imperato",
The Wave,(2019– ),"
Thriller            ",,"
A group of rebellious teenagers build a community that starts an uprising against the establishment.",,,,2020-04-18 12:25:49.852158486,	Warner Bros.  ,142.0,,
Akbar Birbal,(2014– ),"
Comedy, Drama, History            ",7.5,"
The well known folklore characters, Akbar and Birbal have been extremely popular with the kids for their combined wit and wisdom. The show is a fresh, comic take on the relation between ...                See full summary »
",125,25.0,,2020-04-18 12:51:31.188645772,    RatPac-Dune Entertainment	,93.0,,"Stars:
Kiku Sharda, 
Vishal Kotian, 
Delnaaz Irani, 
Sunil Chauhan"
Derren Brown: Infamous,(2014 TV Special),"
Reality-TV            ",7.6,"
Derren Brown's sixth live stage show which toured the U.K. in 2013-2014.",244,71.0,,2020-04-18 13:17:12.525133058, Legendary Entertainment	,45.0,"Director:
Andy Nyman",
Rob Schneider: Soy Sauce and the Holocaust,(2013 TV Special),"
Comedy            ",5.6,"
Rob Schneider tells the side-splitting stories of the three hoods: childhood, adulthood, and parenthood. From closet farts to his sex life, Rob isn't holding back any of the dirty details.",263,60.0,,2020-04-18 13:42:53.861620344, Legendary Entertainment	,69.0,"Director:
Ryan Polito",
Amok,(I) (2014),"
Drama            ",5.6,"
'Amok' tells 48 hours of the live of Lorenz Fuchs, a middle aged gray accountant who believes his triste and monotonous life being meaningless and absurd. For him the outside world was ...                See full summary »
",131,84.0,,2020-04-18 14:08:35.198107630,Universal Pictures	,1.0,"Director:
Zoltan Paul",
"1994: Poder, Rebeldía y Crimen en México",(2019),"
Documentary            ",8.7,"
1994 looks at a convoluted period in recent Mexican history, including the assassination of Luis Donaldo Colosio, the raising of the Zapatist Liberation Army, and the end of the rule of Carlos Salinas.",17,,,2020-04-18 14:34:16.534594914,   Walt Disney Pictures	,91.0,,
Go Off with Jess & Julissa,(2021– ),"
Comedy            ",,"
Add a Plot
",,,,2020-04-18 14:59:57.871082200,	Warner Bros.  ,116.0,,"Stars:
Julissa Calderon, 
Jessica Marie Garcia, 
Alycia Pascual-Pena, 
Suzette Quintañilla"
Untitled Will Smith Comedy Variety Special,(TV Special),"
Comedy            ",,"
Will Smith presents his first comedy variety special, which includes surprise celebrity guests, comedic sketches, musical performances, conversations and more.",,60.0,,2020-04-18 15:25:39.207569486,Marvel Studios,109.0,,"Star:
Will Smith"
The Collector,(II) (2018),"
Horror            ",,"
Add a Plot
",,,,2020-04-18 15:51:20.544056772,Relativity Media,74.0,,"Stars:
Chontida Assawahem, 
Ice Natara, 
Witawat Singlampong, 
Charlie Trairat"
Mech Cadets,,"
Animation, Action, Adventure            ",,"
Fifty years in the future, after a terrifying alien species attacked our planet, teenager Stanford Yu works as a janitor at the Sky Corps Military Academy. But he's only dreamed of one ...                See full summary »
",,,,2020-04-18 16:17:01.880544058,	Warner Bros.  ,106.0,,
Vlast (Power),(2010),"
Documentary            ",7.0,"
The collapse of the Soviet Union led to a volatile but highly advantageous environment for young Russian businessmen eager to build the fledgling market economy by any means necessary. ...                See full summary »
",169,88.0,,2020-04-18 16:42:43.217031342,  Paramount Pictures,1.0,,"Director:
Cathryn Collins"
Patton Oswalt: My Weakness Is Strong,(2009 TV Special),"
Documentary, Comedy            ",7.6,"
The critically-acclaimed comedian, actor, writer, and voice of Remy the Rat (the Oscar-winning Ratatouille) takes time out from his many film and television outings to return to the comedy stage for his fourth stand-up special.","1,096",64.0,,2020-04-18 17:08:24.553518628,  Columbia Pictures	,36.0,"Director:
Jason Woliner",
Honor Diaries,(2013),"
Documentary, Crime, News            ",7.8,"
Several Muslim women activists discuss their stories and the state of women's rights in Muslim-majority nations.",230,61.0,,2020-04-18 17:34:05.890005914,    RatPac-Dune Entertainment	,18.0,"Director:
Micah Smith",
Shelter,(2003),"
Drama            ",6.2,"
Three inner-city teens find themselves stranded in a secluded beach house. In this strange and magical setting, Ray, his brother Spider and the pregnant Maria, set up housekeeping for the ...                See full summary »
",45,80.0,,2020-04-18 17:59:47.226493200,Marvel Studios,46.0,"Director:
Benno Schoberth",
Selfie,(XI),"
Thriller            ",,"
Explore the horrors of body image in the age of social media.",,,,2020-04-18 18:25:28.562980486,Universal Pictures	,124.0,,"Director:
John Poliquin"
Asukô mâchi: Asuka kôgyô kôkô monogatari,(2011– ),"
Drama            ",7.2,"
Nao Yoshino is a girl who fails the entrance exams of her target high school. She winds up enrolling in a technical high school called Kenritsu Asuka Kougyou Koukou, also known by the ...                See full summary »
",63,45.0,,2020-04-18 18:51:09.899467772,  Columbia Pictures	,81.0,,"Stars:
Emi Takei, 
Tôri Matsuzaka, 
Kento Kaku, 
Takuya Ishida"
Untitled Conan/Netflix Project,,"
Action, Adventure, Fantasy            ",,"
Epic live-action based on Conan, the iconic sword-and-sorcery character created by writer Robert E. Howard",,,,2020-04-18 19:16:51.235955056,   Walt Disney Pictures	,46.0,,
David Batra: Elefanten i Rummet,(2020 TV Special),"
Comedy            ",5.9,"
Swedish comedian David Batra gets personal as he playfully details the perks and pitfalls of being married to a recently resigned political leader.",174,77.0,,2020-04-18 19:42:32.572442342,    RatPac-Dune Entertainment	,89.0,"Directors:
David Batra, 
Jon Rudberg",
Art of the Game: Ukiyo-e Heroes,(2017),"
Documentary            ",8.1,"
A Canadian craftsman and an American designer with a father and son generation gap collaborate to revive the ancient Japanese woodcut using pop-culture icons: Mario and Pokémon.",247,97.0,,2020-04-18 20:08:13.908929628,Relativity Media,68.0,,"Director:
Toru Tokikawa"
Shimmers,,"
Drama, Horror, Mystery            ",,"
A drama series about five teenagers at an isolated school in Northern Thailand. Over a school break, they find themselves haunted by the ghosts of their pasts, only to discover they are threatened by a much more terrifying mystery.",,,,2020-04-18 20:33:55.245416914,    RatPac-Dune Entertainment	,109.0,,
Croaker,(2013),"
Horror            ",7.1,"
Florian Sirko and his one-time love, Macy Patterson face a problem. A curse was originally cast from the attack of Haidamark Cossacks on Nemirov Poland, 1648, spawning a mythological ...                See full summary »
",68,71.0,,2020-04-18 20:59:36.581904200,	Warner Bros.  ,101.0,"Director:
Fred Terling",
Stamped from the Beginning: The Definitive History of Racist Ideas in America,,"
Documentary            ",,"
A hybrid documentary/scripted feature based on Dr. Kendi's National Book Award-winning ""Stamped from the Beginning: The Definitive History of Racist Ideas"".",,,,2020-04-18 21:25:17.918391484,Relativity Media,42.0,,"Director:
Roger Ross Williams"
Liss Pereira: Reteniendo Liquidos,(2019 TV Special),"
Comedy            ",6.4,"
Stand up comedy from the Colombian Liss Pereira, about the truths of sex, love, attraction and lies of modern relationships.",86,,,2020-04-18 21:50:59.254878770,  Columbia Pictures	,72.0,,"Star:
Liss Pereira"
Luciano Mellera: Infantiloide,(2018 TV Special),"
Comedy            ",8.2,"
Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.","1,505",66.0,,2020-04-18 22:16:40.591366056,Relativity Media,136.0,"Directors:
Raúl Campos, 
Jan Suter",
Samir Abu el-Nil,(2013),"
Comedy            ",4.4,"
A thrifty young man called Sammer who live in popular neighborhood, due to his stinginess, he faces many paradoxes with his neighbors, and they dislike him more and more for his rudeness.",380,109.0,,2020-04-18 22:42:21.927853342,  Columbia Pictures	,32.0,"Director:
Amr Arafa",
Aman Ya Sahbi,(2017),"
Comedy, Musical            ",2.8,"
The film revolves around two singers who live on Mohammed Ali Street with absent financial and social conditions. A friend of theirs suggests that they meet women from well-off families and marry them.",35,79.0,,2020-04-18 23:08:03.264340628,Universal Pictures	,123.0,"Director:
Hani Hamdi",
Moshe Kasher: Live in Oakland,(2012),"
Comedy            ",6.8,"
Oakland-bred comic and best-selling author Moshe Kasher comes back to the Bay Area in this standup special. Back on his home turf, Kasher finds comedy in these uproarious stories about the people he's met -and how they see him",314,61.0,,2020-04-18 23:33:44.600827912,	Warner Bros.  ,123.0,"Director:
Jay Chapman",
Untitled Kenya Barris/Netflix Project,,"
Documentary            ",,"
Documentary on high-profile attorney Ben Crump.",,,,2020-04-18 23:59:25.937315198,Relativity Media,113.0,,"Director:
Nadia Hallgren"
Kinema junjou,(2016),"
Comedy            ",5.0,"
Add a Plot
",7,82.0,,2020-04-19 00:25:07.273802484,Marvel Studios,41.0,"Director:
Noboru Iguchi",
The Chef in a Truck,(2020– ),"
Documentary            ",7.9,"
French pastry Chef François Perret leaves the kitchen of the luxurious Ritz Paris hotel for a two-week culinary journey in a Californian Food Truck. This travel will challenge his ability ...                See full summary »
",8,,,2020-04-19 00:50:48.610289770,  Paramount Pictures,118.0,,"Stars:
François Perret, 
Dominique Ansel, 
Morgane Broutot, 
Pierre Gagnaire"
Girls Who Like Boys Who Like Boys,(2010– ),"
Reality-TV            ",6.5,"
Chronicles the lives and relationships between gay men and their straight female best friends.",42,,,2020-04-19 01:16:29.946777056,   Walt Disney Pictures	,127.0,,"Stars:
Rosebud Baker, 
Elisa Casas, 
Joel Derfner, 
Sahil Farooqi"
Mauricio Meirelles comedy special,(2020 TV Special),"
Comedy            ",6.6,"
He's mid-30s going on 79, with scathingly funny views on fatherhood, marriage and society. Let Maurício Meirelles give you a tour of his chaotic mind.",114,63.0,,2020-04-19 01:42:11.283264342,  Columbia Pictures	,74.0,"Director:
Diego Pignataro",
Jen Kirkman: Just Keep Livin?,(2017 TV Special),"
Comedy            ",6.7,"
Jen Kirkman jokes about women's bodies, meditation, and a ghostly tour guide in her stand-up routine.","1,216",69.0,,2020-04-19 02:07:52.619751626,Marvel Studios,47.0,"Director:
Lance Bangs",
Dans for mig,(2012),"
Documentary, Music, Sport            ",6.7,"
DANCE FOR ME is a documentary film about two young and deeply passionate dancers where the ambition of success overshadows everything else.",106,78.0,,2020-04-19 02:33:33.956238912,Universal Pictures	,96.0,"Director:
Katrine Philp",
Colin Quinn: Unconstitutional,(2015 TV Special),"
Comedy            ",7.2,"
Filmed live in Tarrytown, NY, long-time comedian, Colin Quinn, brings up some excellent points about America's history. Laugh out loud to this stand-up special while learning a thing or two!",434,55.0,,2020-04-19 02:59:15.292726198,Marvel Studios,90.0,"Director:
Jay Chapman",
Como Pop,(2019– ),"
Animation            ",,"
Add a Plot
",,,,2020-04-19 03:24:56.629213484,  Paramount Pictures,90.0,,"Stars:
Ashley Argota, 
Tyler Shamy"
Velhas Amigas,(2018– ),"
Comedy, Drama, Romance            ",8.9,"
Lurdinha, Violeta and Maria Antônia are friends for a long time. All three are the same age, studied in the same school, and live in the same neighborhood, Higienópolis, an icon district of...                See full summary »
",72,30.0,,2020-04-19 03:50:37.965700770,Marvel Studios,62.0,,"Stars:
Alejandra Sampaio, 
Keila Taschini, 
Carla Pagani, 
Aline Neves"
The Rain: The End of an Era,(2020),"
Documentary, Short            ",,"
The final season of The Rain feels like the end of an era. Lucas Lynggaard Tønnesen, Alba August, Mikkel Boe Følsgaard and the rest of the cast reflect on their formative years on set and ...                See full summary »
",,26.0,,2020-04-19 04:16:19.302188054,  Paramount Pictures,49.0,"Director:
Michael Sandager",
2006 Independent Spirit Awards,(2006 TV Special),,6.6,"
Add a Plot
",83,109.0,,2020-04-19 04:42:00.638675340,   Walt Disney Pictures	,60.0,"Director:
Chris Donovan",
El Che,(2017),"
Documentary, Biography, History            ",6.3,"
Add a Plot
",7,119.0,,2020-04-19 05:07:41.975162626,20th Century Fox	,46.0,"Director:
Matías Gueilburt",
Goddess Girls,,"
Comedy, Family, Musical            ",,"
Athena, your average teenager, finds out she is the daughter of the most powerful Greek god known to mere mortals and he's calling her up to Mt. Olympus to attend Mt. Olympus Academy with her fellow gods and goddesses in training.",,,,2020-04-19 05:33:23.311649912,  Columbia Pictures	,125.0,,
Forty Acres,,"
Thriller            ",,"
A civil rights attorney who must fight for survival when he's invited to join an elite Black organization with a mind-blowing secret.",,,,2020-04-19 05:59:04.648137198,   Walt Disney Pictures	,106.0,,
Netflix Live,(2017 Video),"
Comedy            ",7.5,"
Will Arnett celebrates April Fools with a special commentary film",89,48.0,,2020-04-19 06:24:45.984624484,    RatPac-Dune Entertainment	,26.0,,"Stars:
Will Arnett, 
Shannon Purser, 
Adam Sandler"
The Tradition,,"
Comedy, Romance            ",,"
Celebrates the cultural differences between Mexican and American wedding traditions.",,,,2020-04-19 06:50:27.321111768,	Warner Bros.  ,123.0,,
Parrot Heads,(2017),"
Documentary, Music            ",6.5,"
An in depth look at the world of Parrot Heads, the loyal fan base of Jimmy Buffett.",65,88.0,,2020-04-19 07:16:08.657599054, Legendary Entertainment	,36.0,"Director:
Bryce Wagoner",
Netflix - The Crown: Kneel Before Your Queen,(2017 Video),"
Short            ",,"
The real stars of The Crown.",,,,2020-04-19 07:41:49.994086340,   Walt Disney Pictures	,91.0,,"Director:
John Stewart Muller"
Daybreak,,"
Comedy            ",,"
High school outcast Josh searches for his missing girlfriend Sam in a post-apocalyptic Glendale, California.",,,,2020-04-19 08:07:31.330573626,20th Century Fox	,61.0,,
Jack the Ripper: Prime Suspect,(2011 TV Movie),"
Documentary, Crime            ",5.6,"
Forensic scientists use modern methods to point to a previously undiscovered suspect.",72,50.0,,2020-04-19 08:33:12.667060912,  Paramount Pictures,21.0,"Director:
Franco di Chiera",
Princess Pring,(2019– ),"
Animation            ",,"
The Birthday Kingdom is a special place where children are invited to during their birthday to celebrate, greeted by the kingdom's Crown Princess, Princess Pring. She herself listens to the...                See full summary »
",,,,2020-04-19 08:58:54.003548196,  Paramount Pictures,33.0,,"Stars:
Ryu Jeomhee, 
Su-jin Kang, 
Hyeon-ji Kim, 
Yeong-seon Kim"
Theo Who Lived,(2016),"
Documentary            ",6.8,"
A documentary on American journalist Theo Padnos who was Kidnapped by Al-Qaeda in Syria.",111,86.0,$0.01M,2020-04-19 09:24:35.340035482,   Walt Disney Pictures	,38.0,"Director:
David Schisgall",
John Hodgman: Ragnarok,(2013 Video),"
Comedy, Music            ",6.2,"
The deranged millionaire John Hodgman plays his last Ragnarok stand-up comedy show on the last day of human history: December 21, 2012.",300,68.0,,2020-04-19 09:50:16.676522768,  Columbia Pictures	,20.0,"Director:
Lance Bangs",
Untitled Vikram Motwane Project,,,,"
Plots under wrap.",,,,2020-04-19 10:15:58.013010054,    RatPac-Dune Entertainment	,145.0,,
Eddie Pepitone: In Ruins,(2014 TV Movie),"
Comedy            ",7.2,"
Comedic force of nature Eddie Pepitone delivers a rage-fueled performance in Brooklyn, where he discusses the perils of being a male model, speaking to his dog like his therapist, and the death of the American Dream.",124,64.0,,2020-04-19 10:41:39.349497340,   Walt Disney Pictures	,11.0,"Director:
Steven Feinartz",
Dany Boon: Des Hauts-De-France,(2018 TV Special),"
Comedy            ",6.1,"
In an eclectic one-man show, French superstar Dany Boon reflects on his homeland, his first comedy gig and the challenges of parenting hostile teens.",78,113.0,,2020-04-19 11:07:20.685984624,    RatPac-Dune Entertainment	,70.0,"Director:
Isabelle Nanty",
Hei wong ji wong,(2007),"
Comedy            ",5.3,"
When undercover cops start losing their lives to drug lords who blame their demise on ""poor acting"", the Police Force counters by sending Hong Kong's Finest to acting school.",247,120.0,,2020-04-19 11:33:02.022471910,Marvel Studios,46.0,"Directors:
Hing-Ka Chan, 
Patrick Leung",
Call Your Daughter Home,,,,"
Three women who have come to a crossroads. The three women seemingly have nothing in common, yet as they unite to stand up to injustices that have long plagued the small town, they find strength in the bond that ties women together.",,,,2020-04-19 11:58:43.358959196,Universal Pictures	,128.0,,
Chougekijouban Keroro Gunsou 2: Shinkai no purinsesu de arimasu!,(2007),"
Animation, Comedy, Family            ",6.2,"
During a vacation Natsumi is visited by a female alien and a male alien, she later gains feelings for. They then get encounter by a summoned mysterious creature.",56,77.0,,2020-04-19 12:24:24.695446482,  Paramount Pictures,89.0,"Directors:
Susumu Yamaguchi, 
Jun'ichi Satô",
U-Prince: The Badass Baker,(2016),"
Romance            ",7.5,"
A messy writer who loves food must room with a talented baker due to unfortunate events. Will they ever get along?",22,60.0,,2020-04-19 12:50:06.031933768,	Warner Bros.  ,107.0,,"Stars:
Korawit Boonsri, 
Charada Imraporn, 
Chatchawit Techarukpong"
Night of 1000 Meryls: Drag Queens Perform Meryl Streep's 'It's Not About Me',(2020 Video),"
Short, Comedy, Music            ",,"
Add a Plot
",,5.0,,2020-04-19 13:15:47.368421054,    RatPac-Dune Entertainment	,69.0,"Director:
Thom Kerr",
The BFG,,"
Animation, Adventure, Family            ",,"
Add a Plot
",,,,2020-04-19 13:41:28.704908338,   Walt Disney Pictures	,146.0,,
Bartita,(2012),"
Drama, Mystery, Thriller            ",5.2,"
Mona is suffering from a family problems between her parents when she was young , as the past is haunting her , the future is hiding some unexpected events that make her life more gloomy .",107,85.0,,2020-04-19 14:07:10.041395624,  Columbia Pictures	,92.0,"Director:
Sherif Mandour",
Lucas Lauriente: Todo lo que sería,(2018 TV Special),"
Comedy            ",7.0,"
Lucas Lauriente tell us how he met the greatest showman from Argentina, the legendary Hernán Caire. Also talks about how the experience of a parachute jump made him think in his male crush Maluma and Ricky Martin.",102,,,2020-04-19 14:32:51.377882910,Marvel Studios,130.0,"Directors:
Raúl Campos, 
Jan Suter",
Radd Fe'el,(2011),"
Action, Crime, Drama            ",4.3,"
The movie is about a number of crimes that are deciphered by forensics with police's help.",64,90.0,,2020-04-19 14:58:32.714370196, Legendary Entertainment	,9.0,"Director:
Husam El-Gohari",
Wonderoos: Holiday Holiday!,(2020 TV Special),"
Animation, Family            ",,"
Add a Plot
",,33.0,,2020-04-19 15:24:14.050857482,20th Century Fox	,130.0,"Director:
Casey Lowe",
Dwayne Perkins: Take Note,(2016 TV Special),"
Documentary, Comedy            ",7.2,"
In his debut special, Brooklyn comic Dwayne Perkins breaks down America's place in the world, the difference between sports and activities and more.",282,68.0,,2020-04-19 15:49:55.387344766,  Columbia Pictures	,6.0,"Director:
Ian Harris",
Génération Q,(2018– ),"
Comedy            ",,"
A group of friends try to help their perpetually single friend, Elsa, find love.",,,,2020-04-19 16:15:36.723832052,Universal Pictures	,49.0,,"Stars:
Alexia Barlier, 
Joséphine Draï, 
Zita Hanrot, 
Sabrina Ouazani"
Steve Byrne: Champion,(2014 TV Special),"
Comedy            ",7.0,"
Steve Byrne, the star of Sullivan & Son, brings his high-energy flair to a live audience in his latest & most personal work in his new one-hour comedy special, Champion.",140,70.0,,2020-04-19 16:41:18.060319338,	Warner Bros.  ,138.0,"Director:
Jay Chapman",
Cielo Grande,(2021– ),"
Drama, Music            ",,"
Add a Plot
",,,,2020-04-19 17:06:59.396806624,    RatPac-Dune Entertainment	,132.0,,"Stars:
Byron Barbieri, 
Luan Brum, 
Abril di Yorio, 
Giulia Guerrini"
U-Prince: The Gentle Vet,(2016),"
Comedy, Drama, Romance            ",7.5,"
Thesis, a second-year student at the Faculty of Veterinary. One rainy day he meets Swy Si, a girl who is afraid of rain. They became great friends, but due to Swy Si fear of the rain, ...                See full summary »
",25,,,2020-04-19 17:32:40.733293910,    RatPac-Dune Entertainment	,1.0,,"Stars:
Saliwattana Achirawich, 
Sutatta Udomsilp, 
Kang Vorakorn, 
Korawit Boonsri"
Gonchi la película,(2015),"
Documentary            ",7.4,"
Documentary on Urugayan racing driver Gonzalo Rodríguez's (Gonchi) strive to make it to Formula 1.",245,88.0,,2020-04-19 17:58:22.069781196,    RatPac-Dune Entertainment	,2.0,"Directors:
Luis Ara, 
Federico Lemos",
Najib Amhali: Alles komt goed,(2012 TV Special),"
Comedy            ",7.0,"
With great pace, jokes and a good dose of self-mockery, the Moroccan comedian tells poignant stories taken from real life.",105,153.0,,2020-04-19 18:24:03.406268480,Relativity Media,133.0,"Director:
Doesjka van Hoogdalem",
Sweetener,,,,"
Add a Plot
",,,,2020-04-19 18:49:44.742755766,  Columbia Pictures	,108.0,,
Highland: Thailand's Marijuana Awakening,(2017),"
Documentary            ",6.2,"
Thailand's complicated history with marijuana continues to play a role in its policies and laws, as well as the health and security of its citizens.",22,,,2020-04-19 19:15:26.079243052,  Paramount Pictures,133.0,,"Star:
Sebastian Perry"
A Note of Explanation,,,,"
A time-travelling sprite who inhabits the dollhouse.",,,,2020-04-19 19:41:07.415730338,20th Century Fox	,121.0,,
Making the American Man,(2016),"
Documentary            ",5.4,"
A look at the makers of American made goods for men and the resurgence of clothing manufacturing in the United States.",82,68.0,,2020-04-19 20:06:48.752217624,  Paramount Pictures,143.0,,"Director:
Gregory Caruso"
13th: A Conversation with Oprah Winfrey & Ava DuVernay,(2017 Video),"
Documentary, Short            ",7.1,"
Oprah Winfrey sits down with other to discuss social and cultural issues.",193,37.0,,2020-04-19 20:32:30.088704908,Universal Pictures	,139.0,,"Stars:
Oprah Winfrey, 
Ava DuVernay"
Invisible City,,,,"
NA.",,,,2020-04-19 20:58:11.425192194,    RatPac-Dune Entertainment	,137.0,,
Untitled Eddie Murphy Project,,"
Comedy            ",,"
Plot unknown.",,,,2020-04-19 21:23:52.761679480,   Walt Disney Pictures	,61.0,,
